@relation cleaner

@attribute class {blood, cake, coffee, dressing, dust, fungus, glass, glue, grass, ink, lubricant, mud, oil, paper, paste, rot, sand, sauce, water, wine}
@attribute age numeric
@attribute class {floor, wood, carpet, carpetCotton}
@attribute class {airFreshener,alcohol,bakingSoda,cleaningMilk,dishSoap,floorSoap,fumigator,nothing,paste,soap,solvent,spray,vanish,vinegar,washingPowder,water}

@data
fungus,11,floor,vinegar
fungus,14,floor,vinegar
fungus,16,carpet,vinegar
fungus,4,floor,vinegar
fungus,21,carpet,vinegar
fungus,23,carpet,vinegar
fungus,1,floor,vinegar
fungus,13,floor,vinegar
fungus,3,carpet,vinegar
fungus,21,floor,vinegar
fungus,7,carpet,vinegar
fungus,2,carpet,vinegar
fungus,20,floor,vinegar
fungus,7,carpet,vinegar
fungus,3,floor,vinegar
fungus,9,carpet,vinegar
fungus,3,floor,vinegar
fungus,4,carpet,vinegar
fungus,23,floor,vinegar
fungus,22,carpet,vinegar
fungus,23,carpet,vinegar
fungus,25,carpet,vinegar
fungus,5,carpet,vinegar
fungus,15,floor,vinegar
fungus,14,carpet,vinegar
fungus,24,floor,vinegar
fungus,15,floor,vinegar
fungus,15,carpet,vinegar
glue,7,wood,vinegar
glue,5,wood,vinegar
glue,18,floor,vinegar
glue,18,wood,vinegar
glue,13,floor,vinegar
glue,20,floor,vinegar
glue,4,floor,vinegar
glue,1,wood,vinegar
glue,3,wood,vinegar
glue,18,floor,vinegar
glue,9,floor,vinegar
glue,17,wood,vinegar
glue,1,wood,vinegar
glue,11,wood,vinegar
glue,5,floor,vinegar
glue,2,floor,vinegar
glue,8,wood,vinegar
glue,5,wood,vinegar
glue,3,wood,vinegar
glue,2,floor,vinegar
glue,6,floor,vinegar
glue,20,wood,vinegar
glue,10,wood,vinegar
glue,2,wood,vinegar
glue,1,floor,vinegar
glue,12,floor,vinegar
glue,7,wood,vinegar
glue,20,floor,vinegar
glue,16,floor,vinegar
glue,15,floor,vinegar
glue,16,wood,vinegar
glue,9,floor,vinegar
glue,3,floor,vinegar
glue,9,floor,vinegar
glue,16,wood,vinegar
glue,17,wood,vinegar
glue,5,floor,vinegar
glue,13,floor,vinegar
glue,19,floor,vinegar
glue,6,floor,vinegar
glue,17,wood,vinegar
glue,0,wood,vinegar
glue,8,floor,vinegar
glue,18,wood,vinegar
glue,0,wood,vinegar
glue,19,floor,vinegar
glue,7,wood,vinegar
glue,4,floor,vinegar
glue,17,floor,vinegar
glue,18,floor,vinegar
glue,10,floor,vinegar
glue,8,wood,vinegar
glue,11,floor,vinegar
glue,15,wood,vinegar
glue,4,wood,vinegar
glue,17,floor,vinegar
glue,1,wood,vinegar
glue,0,floor,vinegar
glue,18,wood,vinegar
glue,4,floor,vinegar
glue,16,wood,vinegar
glue,3,floor,vinegar
glue,7,wood,vinegar
glue,1,wood,vinegar
glue,15,wood,vinegar
glue,0,floor,vinegar
glue,8,wood,vinegar
glue,15,wood,vinegar
glue,17,floor,vinegar
glue,11,floor,vinegar
glue,20,floor,vinegar
glue,16,floor,vinegar
glue,11,wood,vinegar
glue,8,floor,vinegar
glue,19,floor,vinegar
glue,12,floor,vinegar
glue,5,wood,vinegar
glue,13,wood,vinegar
glue,11,floor,vinegar
glue,17,wood,vinegar
glue,16,wood,vinegar
glue,8,wood,vinegar
glue,12,wood,vinegar
glue,1,floor,vinegar
glue,14,wood,vinegar
glue,15,wood,vinegar
glue,5,floor,vinegar
glue,4,wood,vinegar
glue,5,wood,vinegar
glue,8,wood,vinegar
glue,17,floor,vinegar
glue,14,wood,vinegar
glue,8,floor,vinegar
glue,13,wood,vinegar
glue,1,floor,vinegar
glue,13,wood,vinegar
glue,17,wood,vinegar
glue,19,floor,vinegar
glue,0,wood,vinegar
glue,4,wood,vinegar
glue,5,wood,vinegar
glue,2,floor,vinegar
glue,10,wood,vinegar
glue,18,wood,vinegar
glue,7,wood,vinegar
glue,17,floor,vinegar
glue,14,wood,vinegar
glue,17,floor,vinegar
glue,2,wood,vinegar
glue,18,floor,vinegar
glue,0,floor,vinegar
glue,14,floor,vinegar
glue,2,floor,vinegar
glue,3,wood,vinegar
glue,15,floor,vinegar
glue,20,floor,vinegar
glue,7,wood,vinegar
glue,17,wood,vinegar
glue,9,wood,vinegar
glue,9,floor,vinegar
glue,20,floor,vinegar
glue,0,wood,vinegar
glue,19,floor,vinegar
glue,7,floor,vinegar
glue,19,floor,vinegar
glue,13,wood,vinegar
glue,14,wood,vinegar
glue,13,wood,vinegar
glue,4,floor,vinegar
glue,2,floor,vinegar
glue,15,floor,vinegar
glue,17,wood,vinegar
glue,15,wood,vinegar
glue,18,floor,vinegar
glue,0,floor,vinegar
glue,9,wood,vinegar
glue,4,wood,vinegar
glue,19,wood,vinegar
glue,15,floor,vinegar
glue,1,wood,vinegar
glue,14,wood,vinegar
glue,18,floor,vinegar
glue,17,wood,vinegar
glue,7,wood,vinegar
glue,11,floor,vinegar
glue,16,floor,vinegar
glue,5,floor,vinegar
glue,11,floor,vinegar
glue,18,wood,vinegar
glue,13,wood,vinegar
glue,6,wood,vinegar
glue,5,wood,vinegar
glue,2,floor,vinegar
glue,20,floor,vinegar
glue,3,floor,vinegar
glue,0,floor,vinegar
glue,6,wood,vinegar
glue,2,floor,vinegar
glue,8,wood,vinegar
glue,11,wood,vinegar
glue,18,floor,vinegar
glue,10,floor,vinegar
glue,9,wood,vinegar
glue,12,floor,vinegar
glue,0,wood,vinegar
glue,12,wood,vinegar
glue,17,floor,vinegar
glue,8,floor,vinegar
glue,6,floor,vinegar
glue,4,floor,vinegar
glue,2,wood,vinegar
glue,14,wood,vinegar
glue,0,floor,vinegar
glue,15,wood,vinegar
glue,6,wood,vinegar
glue,0,floor,vinegar
glue,2,wood,vinegar
glue,11,wood,vinegar
glue,7,floor,vinegar
glue,12,floor,vinegar
glue,8,floor,vinegar
glue,15,floor,vinegar
glue,10,floor,vinegar
glue,19,wood,vinegar
glue,5,floor,vinegar
glue,15,floor,vinegar
glue,19,floor,vinegar
glue,2,wood,vinegar
glue,17,floor,vinegar
glue,11,wood,vinegar
glue,13,floor,vinegar
glue,11,floor,vinegar
glue,19,floor,vinegar
glue,10,floor,vinegar
glue,15,wood,vinegar
glue,14,wood,vinegar
sauce,91,floor,vinegar
sauce,97,floor,vinegar
sauce,93,floor,vinegar
sauce,98,floor,vinegar
sauce,83,floor,vinegar
sauce,87,floor,vinegar
sauce,86,floor,vinegar
sauce,93,floor,vinegar
sauce,91,floor,vinegar
sauce,93,floor,vinegar
sauce,95,floor,vinegar
sauce,90,floor,vinegar
sauce,93,floor,vinegar
sauce,86,floor,vinegar
sauce,83,floor,vinegar
sauce,82,floor,vinegar
sauce,85,floor,vinegar
sauce,82,floor,vinegar
sauce,88,floor,vinegar
sauce,83,floor,vinegar
sauce,99,floor,vinegar
sauce,90,floor,vinegar
sauce,84,floor,vinegar
sauce,93,floor,vinegar
sauce,87,floor,vinegar
sauce,90,floor,vinegar
sauce,89,floor,vinegar
sauce,95,floor,vinegar
sauce,86,floor,vinegar
sauce,90,floor,vinegar
sauce,84,floor,vinegar
sauce,81,floor,vinegar
sauce,93,floor,vinegar
sauce,92,floor,vinegar
sauce,93,floor,vinegar
sauce,83,floor,vinegar
sauce,96,floor,vinegar
sauce,91,floor,vinegar
sauce,86,floor,vinegar
sauce,100,floor,vinegar
sauce,95,floor,vinegar
sauce,96,floor,vinegar
sauce,95,floor,vinegar
sauce,83,floor,vinegar
sauce,88,floor,vinegar
sauce,91,floor,vinegar
sauce,98,floor,vinegar
sauce,96,floor,vinegar
sauce,85,floor,vinegar
sauce,99,floor,vinegar
sauce,100,floor,vinegar
sauce,84,floor,vinegar
sauce,95,floor,vinegar
sauce,93,floor,vinegar
sauce,81,floor,vinegar
sauce,85,floor,vinegar
sauce,100,floor,vinegar
sauce,90,floor,vinegar
sauce,95,floor,vinegar
sauce,90,floor,vinegar
sauce,91,floor,vinegar
sauce,94,floor,vinegar
sauce,91,floor,vinegar
sauce,84,floor,vinegar
sauce,89,floor,vinegar
sauce,94,floor,vinegar
sauce,85,floor,vinegar
sauce,82,floor,vinegar
sauce,81,floor,vinegar
sauce,99,floor,vinegar
sauce,85,floor,vinegar
sauce,86,floor,vinegar
sauce,89,floor,vinegar
sauce,100,floor,vinegar
sauce,81,floor,vinegar
sauce,99,floor,vinegar
sauce,100,floor,vinegar
sauce,88,floor,vinegar
sauce,95,floor,vinegar
sauce,93,floor,vinegar
sauce,100,floor,vinegar
sauce,99,floor,vinegar
sauce,81,floor,vinegar
sauce,100,floor,vinegar
sauce,90,floor,vinegar
sauce,91,floor,vinegar
sauce,98,floor,vinegar
sauce,81,floor,vinegar
sauce,97,floor,vinegar
sauce,81,floor,vinegar
sauce,94,floor,vinegar
sauce,92,floor,vinegar
sauce,87,floor,vinegar
sauce,88,floor,vinegar
sauce,99,floor,vinegar
sauce,95,floor,vinegar
sauce,92,floor,vinegar
sauce,83,floor,vinegar
sauce,85,floor,vinegar
sauce,90,floor,vinegar
sauce,82,floor,vinegar
sauce,95,floor,vinegar
sauce,92,floor,vinegar
sauce,100,floor,vinegar
sauce,84,floor,vinegar
sauce,88,floor,vinegar
sauce,87,floor,vinegar
sauce,91,floor,vinegar
sauce,86,floor,vinegar
sauce,91,floor,vinegar
sauce,90,floor,vinegar
sauce,85,floor,vinegar
sauce,97,floor,vinegar
sauce,85,floor,vinegar
sauce,81,floor,vinegar
sauce,89,floor,vinegar
sauce,84,floor,vinegar
sauce,92,floor,vinegar
sauce,82,floor,vinegar
sauce,100,floor,vinegar
sauce,82,floor,vinegar
sauce,81,floor,vinegar
sauce,97,floor,vinegar
sauce,83,floor,vinegar
sauce,100,floor,vinegar
sauce,87,floor,vinegar
sauce,89,floor,vinegar
sauce,81,floor,vinegar
sauce,89,floor,vinegar
sauce,82,floor,vinegar
sauce,97,floor,vinegar
sauce,85,floor,vinegar
sauce,93,floor,vinegar
sauce,81,floor,vinegar
sauce,86,floor,vinegar
sauce,89,floor,vinegar
sauce,100,floor,vinegar
sauce,87,floor,vinegar
sauce,81,floor,vinegar
sauce,92,floor,vinegar
sauce,93,floor,vinegar
sauce,84,floor,vinegar
sauce,83,floor,vinegar
sauce,97,floor,vinegar
sauce,99,floor,vinegar
sauce,97,floor,vinegar
sauce,98,floor,vinegar
sauce,85,floor,vinegar
sauce,94,floor,vinegar
sauce,88,floor,vinegar
sauce,84,floor,vinegar
sauce,85,floor,vinegar
sauce,98,floor,vinegar
sauce,96,floor,vinegar
sauce,89,floor,vinegar
sauce,88,floor,vinegar
sauce,85,floor,vinegar
sauce,91,floor,vinegar
sauce,95,floor,vinegar
sauce,87,floor,vinegar
sauce,88,floor,vinegar
sauce,86,floor,vinegar
sauce,99,floor,vinegar
sauce,90,floor,vinegar
sauce,82,floor,vinegar
sauce,86,floor,vinegar
sauce,81,floor,vinegar
sauce,99,floor,vinegar
sauce,84,floor,vinegar
sauce,96,floor,vinegar
sauce,83,floor,vinegar
sauce,97,floor,vinegar
sauce,83,floor,vinegar
sauce,93,floor,vinegar
sauce,94,floor,vinegar
sauce,82,floor,vinegar
sauce,99,floor,vinegar
sauce,94,floor,vinegar
sauce,85,floor,vinegar
sauce,96,floor,vinegar
sauce,93,floor,vinegar
sauce,94,floor,vinegar
sauce,100,floor,vinegar
sauce,95,floor,vinegar
sauce,96,floor,vinegar
sauce,99,floor,vinegar
sauce,90,floor,vinegar
sauce,91,floor,vinegar
sauce,94,floor,vinegar
sauce,88,floor,vinegar
coffee,51,carpet,washingPowder
coffee,47,carpet,washingPowder
coffee,38,carpetCotton,washingPowder
coffee,44,carpet,washingPowder
coffee,52,carpetCotton,washingPowder
coffee,57,wood,washingPowder
coffee,35,wood,washingPowder
coffee,60,wood,washingPowder
coffee,53,carpet,washingPowder
coffee,46,wood,washingPowder
coffee,55,carpet,washingPowder
coffee,55,wood,washingPowder
coffee,47,carpetCotton,washingPowder
coffee,35,carpetCotton,washingPowder
coffee,47,carpet,washingPowder
coffee,59,wood,washingPowder
coffee,38,carpet,washingPowder
coffee,42,carpetCotton,washingPowder
coffee,52,carpetCotton,washingPowder
coffee,60,carpet,washingPowder
coffee,42,carpetCotton,washingPowder
coffee,58,carpetCotton,washingPowder
coffee,34,carpetCotton,washingPowder
coffee,37,wood,washingPowder
coffee,49,carpetCotton,washingPowder
coffee,57,wood,washingPowder
coffee,32,carpet,washingPowder
coffee,44,wood,washingPowder
coffee,37,carpet,washingPowder
coffee,43,carpet,washingPowder
coffee,49,carpet,washingPowder
coffee,44,wood,washingPowder
coffee,58,carpet,washingPowder
coffee,39,carpetCotton,washingPowder
coffee,57,wood,washingPowder
coffee,38,carpetCotton,washingPowder
coffee,47,wood,washingPowder
coffee,39,wood,washingPowder
coffee,39,carpet,washingPowder
coffee,46,wood,washingPowder
coffee,34,wood,washingPowder
coffee,52,carpet,washingPowder
coffee,59,carpetCotton,washingPowder
coffee,42,carpetCotton,washingPowder
coffee,46,carpet,washingPowder
coffee,34,wood,washingPowder
coffee,57,wood,washingPowder
coffee,40,carpet,washingPowder
coffee,45,carpetCotton,washingPowder
coffee,43,carpet,washingPowder
coffee,42,wood,washingPowder
coffee,51,carpet,washingPowder
coffee,58,carpet,washingPowder
coffee,50,carpet,washingPowder
coffee,38,carpetCotton,washingPowder
coffee,37,carpet,washingPowder
coffee,38,carpet,washingPowder
coffee,57,carpet,washingPowder
coffee,34,carpet,washingPowder
coffee,33,wood,washingPowder
coffee,31,carpet,washingPowder
coffee,40,carpet,washingPowder
coffee,41,wood,washingPowder
coffee,56,carpetCotton,washingPowder
coffee,39,carpet,washingPowder
coffee,43,wood,washingPowder
coffee,53,wood,washingPowder
coffee,50,wood,washingPowder
coffee,60,carpet,washingPowder
coffee,49,carpet,washingPowder
coffee,38,carpetCotton,washingPowder
coffee,36,wood,washingPowder
coffee,47,wood,washingPowder
coffee,54,wood,washingPowder
coffee,51,wood,washingPowder
coffee,42,carpet,washingPowder
coffee,40,wood,washingPowder
coffee,39,wood,washingPowder
coffee,38,carpet,washingPowder
coffee,45,wood,washingPowder
coffee,44,carpet,washingPowder
coffee,39,carpet,washingPowder
coffee,40,wood,washingPowder
coffee,39,wood,washingPowder
coffee,60,carpet,washingPowder
coffee,53,carpetCotton,washingPowder
coffee,32,wood,washingPowder
coffee,40,carpet,washingPowder
coffee,48,carpetCotton,washingPowder
coffee,52,wood,washingPowder
coffee,58,carpetCotton,washingPowder
coffee,53,carpet,washingPowder
coffee,59,carpet,washingPowder
coffee,38,wood,washingPowder
coffee,59,wood,washingPowder
coffee,55,wood,washingPowder
coffee,57,wood,washingPowder
coffee,47,carpetCotton,washingPowder
coffee,37,carpet,washingPowder
coffee,49,wood,washingPowder
coffee,40,carpet,washingPowder
coffee,54,wood,washingPowder
coffee,58,carpet,washingPowder
coffee,56,carpetCotton,washingPowder
coffee,39,carpet,washingPowder
coffee,36,carpet,washingPowder
coffee,42,wood,washingPowder
coffee,60,wood,washingPowder
coffee,51,carpetCotton,washingPowder
coffee,58,carpetCotton,washingPowder
coffee,46,carpet,washingPowder
coffee,51,wood,washingPowder
coffee,57,wood,washingPowder
coffee,46,carpet,washingPowder
coffee,37,wood,washingPowder
coffee,31,carpet,washingPowder
coffee,60,wood,washingPowder
coffee,32,carpet,washingPowder
coffee,48,carpetCotton,washingPowder
coffee,38,wood,washingPowder
coffee,47,wood,washingPowder
coffee,40,carpet,washingPowder
coffee,55,wood,washingPowder
coffee,55,carpet,washingPowder
coffee,53,carpet,washingPowder
coffee,40,carpet,washingPowder
coffee,42,carpetCotton,washingPowder
coffee,52,wood,washingPowder
coffee,44,carpetCotton,washingPowder
coffee,58,wood,washingPowder
coffee,56,carpetCotton,washingPowder
coffee,53,carpetCotton,washingPowder
coffee,42,carpetCotton,washingPowder
coffee,49,wood,washingPowder
coffee,45,wood,washingPowder
coffee,58,carpetCotton,washingPowder
coffee,45,carpetCotton,washingPowder
coffee,59,carpet,washingPowder
coffee,36,carpetCotton,washingPowder
coffee,33,carpetCotton,washingPowder
coffee,55,wood,washingPowder
coffee,49,wood,washingPowder
coffee,52,carpetCotton,washingPowder
coffee,54,carpetCotton,washingPowder
coffee,58,carpet,washingPowder
coffee,46,carpet,washingPowder
coffee,51,carpetCotton,washingPowder
coffee,32,carpet,washingPowder
coffee,40,wood,washingPowder
coffee,49,wood,washingPowder
coffee,35,carpetCotton,washingPowder
coffee,60,carpetCotton,washingPowder
coffee,43,wood,washingPowder
coffee,57,carpet,washingPowder
coffee,35,carpetCotton,washingPowder
coffee,57,carpet,washingPowder
coffee,55,carpetCotton,washingPowder
coffee,53,carpet,washingPowder
coffee,56,wood,washingPowder
coffee,50,carpetCotton,washingPowder
coffee,52,wood,washingPowder
coffee,53,carpetCotton,washingPowder
coffee,51,carpetCotton,washingPowder
coffee,50,carpet,washingPowder
coffee,37,carpet,washingPowder
coffee,34,wood,washingPowder
coffee,40,carpetCotton,washingPowder
coffee,49,wood,washingPowder
coffee,42,carpetCotton,washingPowder
coffee,45,wood,washingPowder
coffee,56,carpet,washingPowder
coffee,38,wood,washingPowder
coffee,59,carpet,washingPowder
coffee,58,carpet,washingPowder
coffee,31,carpetCotton,washingPowder
coffee,39,carpet,washingPowder
coffee,41,carpet,washingPowder
coffee,55,carpetCotton,washingPowder
coffee,33,wood,washingPowder
coffee,58,wood,washingPowder
coffee,50,wood,washingPowder
coffee,31,carpet,washingPowder
coffee,32,carpetCotton,washingPowder
coffee,51,carpetCotton,washingPowder
coffee,37,carpet,washingPowder
coffee,39,carpetCotton,washingPowder
coffee,31,wood,washingPowder
coffee,49,wood,washingPowder
coffee,59,carpetCotton,washingPowder
coffee,34,carpet,washingPowder
coffee,55,wood,washingPowder
coffee,35,wood,washingPowder
coffee,57,carpetCotton,washingPowder
coffee,37,wood,washingPowder
coffee,59,carpet,washingPowder
coffee,35,wood,washingPowder
coffee,44,carpet,washingPowder
coffee,52,carpet,washingPowder
dressing,89,carpet,washingPowder
dressing,96,carpet,washingPowder
dressing,70,carpet,washingPowder
dressing,60,wood,washingPowder
dressing,92,carpetCotton,washingPowder
dressing,68,wood,washingPowder
dressing,54,carpet,washingPowder
dressing,84,carpetCotton,washingPowder
dressing,83,carpetCotton,washingPowder
dressing,81,carpet,washingPowder
dressing,69,wood,washingPowder
dressing,93,carpetCotton,washingPowder
dressing,67,carpetCotton,washingPowder
dressing,42,carpetCotton,washingPowder
dressing,71,carpet,washingPowder
dressing,58,carpet,washingPowder
dressing,83,carpet,washingPowder
dressing,53,carpetCotton,washingPowder
dressing,98,carpet,washingPowder
dressing,75,carpetCotton,washingPowder
dressing,81,wood,washingPowder
dressing,97,carpetCotton,washingPowder
dressing,41,wood,washingPowder
dressing,85,wood,washingPowder
dressing,65,wood,washingPowder
dressing,48,carpet,washingPowder
dressing,82,carpetCotton,washingPowder
dressing,99,carpet,washingPowder
dressing,89,wood,washingPowder
dressing,86,carpet,washingPowder
dressing,74,carpetCotton,washingPowder
dressing,89,carpetCotton,washingPowder
dressing,92,carpet,washingPowder
dressing,50,carpetCotton,washingPowder
dressing,45,wood,washingPowder
dressing,68,carpetCotton,washingPowder
dressing,74,carpet,washingPowder
dressing,71,wood,washingPowder
dressing,74,carpetCotton,washingPowder
dressing,84,carpet,washingPowder
dressing,75,wood,washingPowder
dressing,83,carpet,washingPowder
dressing,41,carpet,washingPowder
dressing,73,carpetCotton,washingPowder
dressing,96,wood,washingPowder
dressing,61,carpetCotton,washingPowder
dressing,58,carpetCotton,washingPowder
dressing,84,carpet,washingPowder
dressing,75,carpetCotton,washingPowder
dressing,43,carpetCotton,washingPowder
dressing,45,carpetCotton,washingPowder
dressing,58,carpet,washingPowder
dressing,65,wood,washingPowder
dressing,76,carpet,washingPowder
dressing,52,carpetCotton,washingPowder
dressing,73,carpet,washingPowder
dressing,84,wood,washingPowder
dressing,70,carpet,washingPowder
dressing,86,carpet,washingPowder
dressing,61,carpetCotton,washingPowder
dressing,85,carpetCotton,washingPowder
dressing,91,wood,washingPowder
dressing,70,carpet,washingPowder
dressing,50,carpet,washingPowder
dressing,68,wood,washingPowder
dressing,76,carpetCotton,washingPowder
dressing,61,wood,washingPowder
dressing,77,carpetCotton,washingPowder
dressing,42,carpet,washingPowder
dressing,43,carpetCotton,washingPowder
dressing,53,wood,washingPowder
dressing,80,wood,washingPowder
dressing,59,carpet,washingPowder
dressing,60,wood,washingPowder
dressing,72,wood,washingPowder
dressing,83,carpetCotton,washingPowder
dressing,85,carpetCotton,washingPowder
dressing,62,carpet,washingPowder
dressing,100,carpetCotton,washingPowder
dressing,75,carpetCotton,washingPowder
dressing,67,wood,washingPowder
dressing,83,carpet,washingPowder
dressing,68,carpet,washingPowder
dressing,88,carpetCotton,washingPowder
dressing,87,carpetCotton,washingPowder
dressing,78,carpet,washingPowder
dressing,43,carpetCotton,washingPowder
dressing,48,wood,washingPowder
dressing,85,carpet,washingPowder
dressing,83,wood,washingPowder
dressing,61,carpetCotton,washingPowder
dressing,44,carpetCotton,washingPowder
dressing,60,carpetCotton,washingPowder
dressing,90,carpetCotton,washingPowder
dressing,67,wood,washingPowder
dressing,77,wood,washingPowder
dressing,71,carpet,washingPowder
dressing,82,carpet,washingPowder
dressing,65,carpetCotton,washingPowder
dressing,45,carpet,washingPowder
dressing,97,wood,washingPowder
dressing,81,carpetCotton,washingPowder
dressing,65,wood,washingPowder
dressing,67,carpetCotton,washingPowder
dressing,84,wood,washingPowder
dressing,69,carpetCotton,washingPowder
dressing,45,carpet,washingPowder
dressing,70,carpet,washingPowder
dressing,74,carpet,washingPowder
dressing,81,carpet,washingPowder
dressing,92,wood,washingPowder
dressing,60,carpetCotton,washingPowder
dressing,48,carpetCotton,washingPowder
dressing,72,carpetCotton,washingPowder
dressing,81,carpetCotton,washingPowder
dressing,90,carpetCotton,washingPowder
dressing,49,carpet,washingPowder
dressing,57,carpetCotton,washingPowder
dressing,58,carpet,washingPowder
dressing,68,carpet,washingPowder
dressing,71,wood,washingPowder
dressing,78,carpet,washingPowder
dressing,52,wood,washingPowder
dressing,46,carpet,washingPowder
dressing,42,carpet,washingPowder
dressing,61,wood,washingPowder
dressing,74,carpetCotton,washingPowder
dressing,68,wood,washingPowder
dressing,49,carpetCotton,washingPowder
dressing,76,wood,washingPowder
dressing,98,wood,washingPowder
dressing,94,carpet,washingPowder
dressing,73,carpetCotton,washingPowder
dressing,69,carpetCotton,washingPowder
dressing,63,carpetCotton,washingPowder
dressing,80,carpetCotton,washingPowder
dressing,95,wood,washingPowder
dressing,96,wood,washingPowder
dressing,45,carpetCotton,washingPowder
dressing,78,carpetCotton,washingPowder
dressing,58,wood,washingPowder
dressing,45,carpet,washingPowder
dressing,98,wood,washingPowder
dressing,49,wood,washingPowder
dressing,50,wood,washingPowder
dressing,63,wood,washingPowder
dressing,87,wood,washingPowder
dressing,57,wood,washingPowder
dressing,59,carpet,washingPowder
dressing,68,wood,washingPowder
dressing,80,carpetCotton,washingPowder
dressing,78,carpet,washingPowder
dressing,84,carpetCotton,washingPowder
dressing,95,carpetCotton,washingPowder
dressing,42,carpetCotton,washingPowder
dressing,70,carpetCotton,washingPowder
dressing,74,wood,washingPowder
dressing,93,carpet,washingPowder
dressing,76,carpet,washingPowder
dressing,65,wood,washingPowder
dressing,47,carpet,washingPowder
dressing,69,wood,washingPowder
dressing,97,wood,washingPowder
dressing,97,carpet,washingPowder
dressing,69,wood,washingPowder
dressing,86,wood,washingPowder
dressing,79,carpetCotton,washingPowder
dressing,42,wood,washingPowder
dressing,77,carpetCotton,washingPowder
dressing,65,carpet,washingPowder
dressing,66,carpetCotton,washingPowder
dressing,42,carpet,washingPowder
dressing,74,wood,washingPowder
dressing,46,wood,washingPowder
dressing,45,wood,washingPowder
dressing,51,wood,washingPowder
dressing,44,carpetCotton,washingPowder
dressing,65,carpetCotton,washingPowder
dressing,92,carpet,washingPowder
dressing,60,carpet,washingPowder
dressing,91,carpet,washingPowder
dressing,96,carpetCotton,washingPowder
dressing,58,carpetCotton,washingPowder
dressing,86,carpetCotton,washingPowder
dressing,97,wood,washingPowder
dressing,53,wood,washingPowder
dressing,79,wood,washingPowder
dressing,80,carpet,washingPowder
dressing,43,wood,washingPowder
dressing,98,carpetCotton,washingPowder
dressing,65,wood,washingPowder
dressing,94,wood,washingPowder
dressing,86,carpetCotton,washingPowder
dressing,100,wood,washingPowder
dressing,42,carpet,washingPowder
dressing,46,carpet,washingPowder
dressing,60,carpet,washingPowder
dressing,50,carpet,washingPowder
dressing,55,wood,washingPowder
dressing,85,carpet,washingPowder
grass,84,wood,washingPowder
grass,80,carpetCotton,washingPowder
grass,60,carpetCotton,washingPowder
grass,92,carpet,washingPowder
grass,96,carpetCotton,washingPowder
grass,90,wood,washingPowder
grass,67,carpet,washingPowder
grass,80,wood,washingPowder
grass,68,wood,washingPowder
grass,93,wood,washingPowder
grass,77,carpet,washingPowder
grass,97,carpet,washingPowder
grass,64,carpet,washingPowder
grass,89,carpet,washingPowder
grass,58,carpetCotton,washingPowder
grass,85,carpet,washingPowder
grass,66,wood,washingPowder
grass,65,carpet,washingPowder
grass,98,wood,washingPowder
grass,91,wood,washingPowder
grass,96,wood,washingPowder
grass,80,wood,washingPowder
grass,84,carpet,washingPowder
grass,98,carpet,washingPowder
grass,76,wood,washingPowder
grass,86,carpetCotton,washingPowder
grass,83,carpetCotton,washingPowder
grass,73,carpetCotton,washingPowder
grass,86,carpetCotton,washingPowder
grass,82,carpetCotton,washingPowder
grass,94,carpet,washingPowder
grass,71,wood,washingPowder
grass,91,carpet,washingPowder
grass,74,carpetCotton,washingPowder
grass,57,wood,washingPowder
grass,57,carpet,washingPowder
grass,100,wood,washingPowder
grass,60,carpet,washingPowder
grass,97,carpetCotton,washingPowder
grass,71,carpet,washingPowder
grass,80,wood,washingPowder
grass,100,carpet,washingPowder
grass,58,wood,washingPowder
grass,66,carpetCotton,washingPowder
grass,75,carpet,washingPowder
grass,63,carpet,washingPowder
grass,91,carpet,washingPowder
grass,57,carpet,washingPowder
grass,60,wood,washingPowder
grass,72,wood,washingPowder
grass,66,carpet,washingPowder
grass,68,carpet,washingPowder
grass,91,carpet,washingPowder
grass,57,carpetCotton,washingPowder
grass,69,wood,washingPowder
grass,77,carpetCotton,washingPowder
grass,70,wood,washingPowder
grass,64,carpetCotton,washingPowder
grass,76,wood,washingPowder
grass,75,carpetCotton,washingPowder
grass,92,carpetCotton,washingPowder
grass,87,wood,washingPowder
grass,84,carpet,washingPowder
grass,70,wood,washingPowder
grass,61,wood,washingPowder
grass,64,carpetCotton,washingPowder
grass,86,wood,washingPowder
grass,76,wood,washingPowder
grass,59,carpet,washingPowder
grass,93,wood,washingPowder
grass,68,wood,washingPowder
grass,73,carpetCotton,washingPowder
grass,63,wood,washingPowder
grass,100,carpet,washingPowder
grass,99,wood,washingPowder
grass,91,wood,washingPowder
grass,90,carpetCotton,washingPowder
grass,79,carpetCotton,washingPowder
grass,60,carpetCotton,washingPowder
grass,92,carpet,washingPowder
grass,94,carpet,washingPowder
grass,62,wood,washingPowder
grass,57,wood,washingPowder
grass,98,carpetCotton,washingPowder
grass,60,carpet,washingPowder
grass,96,carpet,washingPowder
grass,97,wood,washingPowder
grass,72,carpet,washingPowder
grass,67,carpet,washingPowder
grass,70,wood,washingPowder
grass,100,carpetCotton,washingPowder
grass,78,wood,washingPowder
grass,91,wood,washingPowder
grass,99,wood,washingPowder
grass,70,carpet,washingPowder
grass,93,carpet,washingPowder
grass,61,carpet,washingPowder
grass,60,carpetCotton,washingPowder
grass,68,wood,washingPowder
grass,82,carpetCotton,washingPowder
grass,69,wood,washingPowder
grass,59,carpet,washingPowder
